,gene_0,gene_1,gene_2,gene_3,gene_4,gene_5,gene_6,gene_7,gene_8,gene_9,gene_10,gene_11,gene_12,gene_13,gene_14,gene_15,gene_16,gene_17,gene_18,gene_19,gene_20,gene_21,gene_22,gene_23,gene_24,gene_25,gene_26,gene_27,gene_28,gene_29,gene_30,gene_31,gene_32,gene_33,gene_34,gene_35,gene_36,gene_37,gene_38,gene_39,gene_40,gene_41,gene_42,gene_43,gene_44,gene_45,gene_46,gene_47,gene_48,gene_49,gene_50,gene_51,gene_52,gene_53,gene_54,gene_55,gene_56,gene_57,gene_58,gene_59,gene_60,gene_61,gene_62,gene_63,gene_64,gene_65,gene_66,gene_67,gene_68,gene_69,gene_70,gene_71,gene_72,gene_73,gene_74,gene_75,gene_76,gene_77,gene_78,gene_79,gene_80,gene_81,gene_82,gene_83,gene_84,gene_85,gene_86,gene_87,gene_88,gene_89,gene_90,gene_91,gene_92,gene_93,gene_94,gene_95,gene_96,gene_97,gene_98,gene_99,gene_100,gene_101,gene_102,gene_103,gene_104,gene_105,gene_106,gene_107,gene_108,gene_109,gene_110,gene_111,gene_112,gene_113,gene_114,gene_115,gene_116,gene_117,gene_118,gene_119,gene_120,gene_121,gene_122,gene_123,gene_124,gene_125
sample_80,0,3.849068511,3.178077197,7.0284918,10.65522659,0,7.624583467,0,0,0,0,0.659924558,2.495797478,0,0,0,0,0,0.659924558,11.68011774,2.568129417,3.044499039,8.510522875,0,0,0,0.367371066,8.058863031,5.627428825,5.629289584,0,0.659924558,4.44552146,2.339222918,12.66018536,7.294914771,0.659924558,0,9.856945241,1.731270148,11.76106915,0,0,0,0,3.782513408,11.63043551,10.29053729,11.62382206,0.903115418,8.516235822,8.32073738,11.49115663,9.359822023,7.862500985,7.215503879,9.385696341,5.28514325,12.1760921,0.659924558,7.752233442,8.02713746,0.367371066,2.495797478,9.727695867,9.552111891,11.12571696,4.43239825,8.177783281,5.447360991,7.048552264,2.067053536,4.631214896,8.840359371,0,3.23430204,4.526181518,0.367371066,9.375628122,9.116198385,9.680035958,8.734171049,7.959828103,6.629761684,2.067053536,1.111098102,10.24541009,2.339222918,7.137411303,6.53818738,9.769523821,1.852078763,5.185184671,4.790881487,7.651884051,7.592419661,8.684338367,1.731270148,11.96132669,7.415014957,10.78775567,11.28158235,11.39593037,10.74329448,10.54248055,4.631214896,1.852078763,1.731270148,1.111098102,9.620151997,10.35040884,6.396377014,9.439718705,8.182111249,7.684790691,10.48086087,7.352378949,3.751785046,13.14301005,9.405575483,10.18952808,10.00883476,7.284217983,7.968205979,10.83763582,10.65885412
sample_81,0,2.486662893,4.057987392,6.784058961,9.741900067,0,7.790602636,1.155684478,0,0,0.690640579,0,2.706132665,0,0,0,0,0,0.690640579,7.547141317,3.662820736,0,5.905468841,0,0,0.690640579,4.031148138,9.79770205,5.517892959,4.172935488,0,3.166972472,7.271901839,1.50685579,12.73885437,7.682650542,0,0,9.750152577,0.690640579,10.72283314,0,0,0.690640579,0,8.700585368,9.806631783,10.53740285,11.46823201,0.690640579,8.987329394,8.516925214,11.84689286,9.937951959,8.626318664,9.535390088,9.957682486,6.944624223,11.71557167,3.975923611,6.849436379,1.155684478,3.064813887,2.405393381,10.04578696,11.6278895,10.88805065,1.789061472,9.091670747,3.591128848,7.686955675,8.053219969,4.32430658,9.401658196,0,7.643322294,2.835863456,0.690640579,10.23474559,9.050501697,8.552745937,6.575695042,8.485140997,1.155684478,0,0,10.80829655,2.227679474,7.322090389,14.36436724,9.340121596,2.024957899,3.064813887,4.743439568,6.596622127,6.785105853,8.043180434,2.835863456,10.03148066,9.379220225,10.79937877,10.42011813,9.982408965,10.01786625,10.62470409,6.816881255,0,1.155684478,0,10.61230642,9.665426527,1.155684478,10.83957386,9.139571816,8.908509713,11.59161117,7.413247109,6.336565471,12.84489207,8.615070473,9.652278537,8.531361965,7.035194996,8.211002456,10.24303114,11.07374661
sample_82,0,4.248800459,3.966522755,5.876507124,10.25356388,0,7.865040363,0.602361857,0,0,0,1.025950124,2.744118029,0,0,0,0,0,0,6.987707413,3.438984753,6.189091167,5.137462538,0,0,0.602361857,0,8.149335588,5.635394543,8.536550296,0,0,6.138630189,5.792009369,13.04794866,5.526084466,0.602361857,0,10.08003136,0,10.35237453,0.602361857,0,0,3.045145874,2.363255197,11.27938424,9.889059755,11.1471922,0.602361857,8.898262779,7.961171837,11.52263547,9.927949772,8.780989156,6.673019271,9.101240352,4.218602951,10.70430138,3.570645078,6.99394603,12.86996199,0,2.501693903,10.30526377,10.36149423,10.99214527,2.363255197,8.299249238,3.215787299,7.727198927,4.508618802,3.368349306,9.406759863,1.619506918,5.665165342,4.002414493,0.602361857,8.152725951,8.653128108,9.609839899,8.038578846,8.270486894,9.564159019,2.501693903,0.602361857,8.904685796,3.506309962,5.722919528,5.298082736,8.198513798,4.54108732,5.476576108,8.602097539,7.460578761,6.751436941,7.636189572,3.691288484,10.81550338,8.822860775,10.16387606,10.35007728,9.939416131,9.962826616,12.02409385,6.298748115,1.619506918,1.025950124,0,9.960576868,11.10945198,1.353040936,10.40514146,9.255972742,7.444277786,10.39297207,7.354945763,5.004051885,10.89929649,9.194781474,9.732664353,9.295766639,8.203592714,7.691478332,10.71028986,10.04649652
sample_83,0,2.306437243,2.063226802,6.984338702,9.921172978,0,7.694169811,0.630498666,0,0,0,0,2.353605591,0.865681314,0.349478515,0,0,0,1.67468662,10.02765723,4.16929168,5.064266368,7.478332802,0,0,0.630498666,3.328290756,8.070190729,5.117287773,6.281829904,0.865681314,0,5.439466893,0,13.14620589,6.912805526,0.349478515,0,9.246761972,0,10.41036655,0,0,0,0,6.753363853,11.4204024,9.833751894,10.86977118,0.349478515,8.623054766,8.166911232,11.60498866,9.181527483,8.657775752,8.861921256,9.972448547,8.046965725,10.94911175,3.022492101,7.676091067,6.270351398,1.067845195,2.005292186,9.915030837,10.41818995,11.69682412,2.10057404,7.595406686,5.692156556,8.55218876,6.484194536,4.666296446,8.722855336,0.865681314,4.800045675,3.956567826,0.630498666,7.457495798,9.074853267,9.137272961,5.332357062,7.934545987,10.55115068,1.793521378,4.12465899,10.6709483,1.793521378,11.51463516,6.196793899,9.295397022,0.630498666,2.428973136,4.666296446,8.677222804,7.958587514,6.929116352,3.878068084,12.19165764,8.958071253,10.78536255,10.47123828,11.0096257,9.69180632,9.698008325,5.338624082,0.349478515,0.630498666,0,9.130941163,9.762249142,3.205079666,9.795554301,8.83879108,6.920269477,10.47762674,8.097874115,3.878068084,12.8195704,8.969159126,8.853396894,9.407352751,6.627047919,7.570660256,10.60753376,10.78020345
sample_84,0.667755908,3.145025242,2.742372768,5.303353355,10.44644235,0,6.700495205,0,0,0,1.746054735,0.667755908,3.974061187,0,0,0,0,0,0,6.772175989,1.467696836,0,9.942449993,0,0,0,4.078276788,10.04085134,8.501431183,6.869279207,0,4.175468713,7.334747028,3.535393587,13.53012587,9.47935588,0,0,9.858956971,0.667755908,9.710778888,0,0,1.122473941,2.180020521,8.928311098,9.812495016,9.984973782,11.59171868,0.667755908,8.635522241,9.57597785,11.76495036,9.265603327,7.705798245,9.083503261,10.2829494,6.089582893,11.1908926,3.918987232,6.507084215,1.122473941,2.356200164,2.654756308,8.107865685,10.06720577,9.495914971,0.667755908,8.758323167,4.509575507,7.709862692,7.491315993,4.393162183,8.726599648,0,7.773343643,4.175468713,3.606833053,9.193872748,8.278923309,9.787729556,6.36317984,8.381789508,3.918987232,0,0,10.11547288,1.122473941,9.19201658,12.34317183,8.563348829,3.297029967,5.337564817,7.859957128,5.378965862,8.188672908,8.885861069,2.356200164,9.848862327,9.111404357,10.10162119,10.59658113,10.40383223,10.29043362,9.37323711,8.220334792,2.783666181,2.654756308,1.122473941,9.999971822,10.79887677,0.667755908,11.91432533,8.838419228,9.664441951,11.7363681,7.626373425,6.451600175,12.98330183,8.976309213,9.476974992,8.917816606,8.165198452,8.758323167,10.217158,10.25473339
sample_85,0,4.393910378,5.578099412,6.304061955,9.335778892,0,7.994658916,0.471031344,0,0,0.825541427,0.471031344,3.059337971,0,0,0,0,0,1.729705026,7.662091538,3.304554848,0.259302621,9.330596493,0,0,0,7.240247536,9.352917388,6.438198022,5.618115293,0.471031344,4.524044864,6.752721835,4.59490679,12.90470423,9.378249331,0.471031344,0,9.774628947,0,9.901768965,0,0,0,1.888577664,8.509062386,10.20523121,10.61558366,11.70496272,1.109895411,9.221893994,9.43969793,12.05299591,9.260578514,8.081531372,9.08400844,9.880062537,7.308602969,11.12429582,2.990918566,7.49166874,2.76373025,0.825541427,3.12465899,8.19991768,10.76870539,9.792952934,3.562034783,8.979742425,4.137692045,8.687190195,7.339885625,3.820424072,8.58645702,0.825541427,6.928950601,2.990918566,2.493954694,10.04035822,8.69930176,9.845968256,6.780349473,9.256942236,5.42911043,0.471031344,0,11.15978936,3.187150131,9.126485084,12.64538599,9.719534281,3.059337971,3.820424072,6.525437808,4.168994965,7.659339486,8.810173152,3.739329676,10.10964786,9.244137839,9.502481776,10.80153054,9.924876325,10.58037164,9.228438731,7.236559585,2.679288666,1.109895411,0.471031344,9.7714449,10.8024679,1.109895411,11.36737653,8.328508884,8.881578975,11.31192424,8.16540952,5.782778103,13.16193333,8.411010937,10.21322576,8.697961427,7.651051691,8.557180304,10.17820421,10.21790924
sample_86,0,1.912841445,4.153797231,8.426726008,10.83345939,0,6.126295608,0.460794977,0,0,2.003638214,1.090040415,2.361431504,0,0,0,0,0,0,9.916593082,1.861479018,3.260387037,9.597983621,0,0,0,6.494626815,8.337412283,3.213767197,5.797469586,0,1.090040415,5.466773927,6.553603185,12.47736365,6.831332582,0,0,9.500929494,1.703765179,8.909080027,3.480135843,0,0,4.464047409,2.811491582,12.10125677,10.38570065,10.60718234,0,8.963341177,8.183481552,11.4775205,9.644166336,8.506656682,6.873616364,10.46924497,3.574283196,9.951001977,0.809414444,6.701549057,9.878463271,5.22870327,2.64791311,8.705694586,10.74893078,12.4298513,4.070629757,7.350205496,3.704905155,8.060771577,3.785843455,2.251749385,9.682985808,2.463387045,5.641361056,4.362147228,1.324810603,9.082667999,8.873644046,8.727627803,8.447632916,8.66347983,7.917700266,1.090040415,0.809414444,10.49317496,3.154032259,6.792686195,6.013185307,10.52003913,0,4.037961995,4.536003151,8.726347604,6.488593735,7.922185953,3.527971113,12.20331435,8.19093086,11.81540331,11.27490807,10.30045552,10.25941374,9.061122733,6.054607574,1.703765179,1.090040415,0,10.0495627,9.238743876,2.558610509,10.98924547,8.928148216,8.114642918,10.99697478,7.336836791,3.379413026,12.28313467,9.336861332,8.712179611,10.43554526,7.904170958,8.004815964,10.39580187,10.03979641
sample_87,0,3.428852573,1.666938337,6.339721758,10.4711773,0,7.802464666,0,0,0,1.060669995,1.665256318,1.961882583,0,0,0,0,0,0,8.269893419,3.276049942,3.429334762,8.613063791,0,0,0,3.653369624,8.930246501,7.446074227,9.095623827,0,0,6.075089743,0.785676089,12.13131681,7.37235143,0.785676089,0,9.615885235,0,10.36787337,0,0,0,0,4.385962459,10.99454437,9.669452026,11.46532662,0,8.671785181,9.326492407,10.13090514,9.544956707,7.659988759,9.182039223,9.578810434,4.922131232,12.27480909,3.042504263,7.475068666,10.97418512,0,1.291485686,9.199907868,10.27862369,10.9988936,5.941270671,7.012713919,3.380022887,9.020491089,4.081186214,3.810494518,8.261413281,3.772783023,4.41072778,4.282432391,0.445726703,7.945917829,8.678251526,10.36471468,7.537171799,8.70226967,11.05739612,4.796229143,0,9.913686788,4.385962459,9.574022012,5.363780834,9.018478396,5.338189057,4.459011864,4.482557908,8.120289725,7.350117075,8.751564143,1.665256318,11.2708793,9.146545766,9.796437147,10.29575746,10.39450557,10.01758791,10.67305285,5.298936858,0.445726703,2.512353322,0.785676089,9.530907633,10.48180952,8.773211752,10.96689473,8.554546645,9.033505596,10.73380342,8.533559455,5.932748613,10.24029048,9.479165877,11.02744299,9.785236661,6.161520917,9.035497448,9.876394159,10.66920397
sample_88,0,0.886667197,1.985536862,5.88424624,9.675533686,0,7.535003144,0,0,0,1.667483436,0,3.013265718,0,0,0,0,0,8.081589955,8.921079231,2.912592386,0,9.441547801,0,0,0,0,9.512054995,5.49427479,5.366143834,6.571933111,1.062328981,8.431280296,0,15.73878894,11.2506478,1.396378727,0,9.646441706,6.512982175,8.397807239,0,0,0,0,5.22718656,8.531104592,9.245970956,11.17355222,1.895574071,8.721652913,9.411892267,11.19145408,10.24671685,6.921912326,8.545883448,10.20742925,7.255651793,7.676027579,4.285468803,5.733199758,5.914365996,1.396378727,5.072474576,10.48882427,10.43598272,10.67465131,1.895574071,9.109091492,2.560054587,7.27605925,4.576159302,4.872607168,8.50757267,0,9.723679714,6.728192636,0,10.6760364,8.258636695,8.477053946,5.732754901,8.124416026,3.013265718,0,0,10.83323008,8.858186191,11.84055765,9.477232083,8.844589654,6.902350994,7.648903995,9.979911014,1.667483436,8.827412574,9.482729317,3.971948142,10.19742559,10.32469811,10.05857356,10.20808801,9.568974536,9.908195944,10.87687758,10.36216301,2.687374284,4.244635935,3.195694056,10.32469811,9.104821496,2.265736926,11.0258801,8.689708006,8.356368333,10.88893347,8.545883448,6.329930849,10.9904302,6.807419327,10.39575904,8.397807239,10.41371254,8.294083084,10.14460726,10.10351075
sample_89,0,3.436708211,3.377401431,7.480984028,10.835482,0,7.373726503,0,0,0,1.076490687,1.309467259,3.407366349,0,0,0,0,0,0.798423845,8.303388063,3.356200164,3.606110536,6.857371452,0,0,0,0,9.884739851,1.509999802,4.703565867,0,0,6.702809894,0.798423845,15.22201751,6.97648966,0.453754607,0,9.541174073,0,10.00222432,0,0.453754607,0,0.453754607,7.454990141,10.59915039,9.164673161,11.24132181,0,9.068600953,9.021182652,12.74212414,9.512256521,7.376941491,7.808957741,10.29742072,5.189164325,5.846781626,2.789499737,5.844649279,3.190867665,6.0931883,1.509999802,8.241306318,8.200197312,9.67047568,4.046482329,7.181410701,4.645303929,6.697023147,4.968487093,4.72811643,10.10068862,0,5.721000727,3.356200164,1.842898401,8.937629819,9.29092428,9.329560914,7.136827102,8.734912802,0.798423845,0,0,9.747556917,2.231493851,8.18195229,6.426466047,10.04222024,0,1.984370606,3.681201861,2.231493851,6.63398621,8.681364928,3.456766731,11.00852667,8.010578456,12.13440065,11.85796545,11.77168341,10.47800106,8.183784233,4.534621933,0.798423845,0.453754607,0,8.986911468,8.979536662,0.453754607,11.39495566,9.145027791,6.989139007,10.06031765,6.815370486,1.309467259,11.68413495,7.977108164,9.820729443,9.09812159,5.455346949,8.649848944,10.55642942,10.49140218
sample_90,0,1.950431087,4.027322167,6.427229025,9.617234191,0,7.075297297,1.494210777,0,0,0.683202373,0.683202373,2.212320309,0,0.683202373,0,0,0,0.683202373,7.068810517,2.010242756,0,7.79492267,0,0,0,5.199118715,9.824182308,6.11776568,5.123177822,0,3.497842259,7.620073165,3.573192724,13.17378643,9.208358744,0,0,9.551214143,1.144960005,10.80689596,0,0,0.683202373,0,8.851539804,10.14752294,10.9941837,11.90752915,0.683202373,9.160252138,9.65890588,12.16723937,9.406781118,7.742841611,9.378177788,10.01022037,6.238410472,10.70954051,3.573192724,6.827488793,0,1.144960005,1.144960005,8.215212635,10.81467859,10.37511548,1.775176996,8.81320079,3.497842259,6.549532102,7.996563875,4.967385364,8.631242549,1.144960005,7.205333859,4.166667247,1.494210777,10.54918783,8.533224593,9.371595888,7.667480598,8.551973516,8.03372032,1.144960005,0,10.70011889,2.819034566,7.951383806,13.75648335,9.425962764,0.683202373,1.775176996,3.334196399,3.840493447,7.77909553,8.368493366,3.713024894,10.14675958,9.040952688,10.50827018,10.74561551,10.21451341,10.46688198,9.628317943,7.578848165,2.010242756,0.683202373,0.683202373,10.29391991,10.81030653,1.144960005,10.82386875,8.959042714,8.971282006,11.24555865,7.897434063,4.166667247,12.98344257,8.702193468,9.509862078,8.927084591,7.508602957,7.996563875,10.03193549,10.546171
sample_91,0,3.801965677,3.459129933,5.997183998,9.710472406,0,8.905615652,0.554146767,0,0,0.554146767,0,2.382528924,0,0.554146767,0,0,0,0,7.285392971,3.613366629,1.720059527,8.811018191,0,0,1.740452698,4.885803733,10.11496559,7.690500906,4.132914035,0,2.246772896,7.983643496,3.613366629,13.13307316,8.243350143,0.554146767,0,9.93411691,0,10.21441627,0,0,0,0,10.29189589,9.931352126,10.82135945,11.93921556,0,9.593725378,9.908335572,12.34708981,9.282782645,8.179535931,9.866974413,9.842163315,6.406351287,11.7136142,3.004339586,6.965715034,0.953451501,0,3.667540205,9.029670974,10.84027439,11.26218883,1.265916914,8.373308898,3.667540205,8.269856026,7.43733595,4.974428357,8.068160232,0,7.445114196,4.369291982,3.004339586,10.29534421,8.488764027,10.37920506,6.675505459,8.959535443,10.82247523,3.719742007,0,11.32436622,1.740452698,7.254754644,14.46877675,10.21327437,2.506576555,3.911519023,4.908476688,4.267738031,7.626986614,9.428140297,1.929639526,9.509177221,9.534905906,10.00354602,10.55698496,10.49701351,10.54302215,9.972951075,6.687676615,1.265916914,0.953451501,0,10.00814846,11.88022252,1.740452698,10.99756763,8.340335272,10.05167118,11.75231374,7.833604857,7.377653034,15.53667522,8.391527159,10.31542132,8.765170048,7.153997818,8.775998678,9.89595995,10.06096607
sample_92,0,2.434721625,2.782031066,6.496082004,9.279037103,0,7.203210947,0,0,0,0,1.368656616,2.708849377,1.368656616,0,0,0,0,0,10.92366918,3.021533028,0,7.838245873,0,0,0,2.708849377,8.7234118,6.220637578,7.055390905,0,0.840845888,6.002103898,2.708849377,14.13286919,8.744854015,0.840845888,0,9.17625295,0,8.765982204,0,0,0,1.368656616,3.852937682,10.44685585,10.26402029,11.02847246,0.840845888,8.773620574,8.400986141,10.91659607,9.674997269,7.877603163,8.174800876,9.667998536,5.097096661,11.85468531,5.341879035,6.753109755,7.115387046,0,3.1556521,9.97740873,10.8188857,11.13127179,5.690218725,7.911182235,8.427748625,9.199733683,9.041954778,7.808005276,8.631431733,0.840845888,8.483025706,5.162294642,4.482899899,7.445288042,8.58759752,8.789390183,6.717868313,8.794539335,6.99528099,1.368656616,5.952279977,10.9857708,2.708849377,9.154385236,8.229063928,9.313529301,2.309088855,3.278356528,6.393512304,5.476145108,8.390822429,8.857411889,6.379872178,11.67122259,9.059174086,10.45907295,10.80427625,9.737835457,9.845966689,10.08539279,6.250927476,1.368656616,0,0,8.825060537,8.698902568,3.1556521,9.62528145,9.09926364,7.243840421,10.05460432,8.68232749,3.278356528,12.75066931,8.460521425,9.420665557,9.359428926,6.720141633,8.118416833,10.67481018,10.39355134
sample_93,0,0,2.842697303,5.826601872,10.50879506,0,9.847585141,0.560617141,0,0,0,0,2.743881143,0,0,0,0,0,0.560617141,6.862922459,0.560617141,0,11.66884067,0,0,0,0,10.90834008,6.518912758,9.609596154,0,0,6.734018587,0.963326148,13.83938096,9.7095698,0,0,10.1819349,0,10.39383017,0,0.560617141,0,4.928048109,3.974676144,11.11243299,9.076815597,11.80411892,1.944596114,8.753968827,10.3665845,11.0953113,8.703917412,7.674213458,7.140502604,10.88062431,7.577383507,11.18808808,5.556561232,5.547508439,3.392015112,1.535853894,4.735744197,7.914648232,10.54913969,11.4180476,3.255198566,6.394133388,6.937485641,9.798421577,7.986649848,6.598838601,7.956625903,0,5.681966429,4.099825386,4.950379759,9.636856593,8.835718844,10.65405418,8.426558297,8.265750989,7.070861561,1.944596114,0.560617141,9.504137692,0.963326148,9.371824552,5.668558835,8.161933018,2.842697303,5.599585596,8.261291036,9.021202089,6.619889819,8.877106182,2.842697303,10.87370556,10.21113391,9.499413412,10.44092106,10.0505017,10.83522144,8.723497128,5.668558835,1.535853894,1.277806259,0,9.127919541,9.997871018,1.535853894,11.5195478,8.290032675,9.105706884,11.14031854,8.19035806,5.419211889,10.56233784,7.790179045,9.203076325,8.702273134,6.937485641,9.429597135,9.594697827,9.871919095
sample_94,0,2.188717409,2.186912516,6.259464582,9.81561065,0,7.285864547,0.36120689,0,0,0.36120689,1.096261853,2.316985621,0.36120689,0,0,0,0,0.890252115,10.44253924,3.453820441,5.281397812,7.854500652,0,0,0,2.472981583,8.706616885,7.753510942,7.087452233,0,1.276496666,5.61989422,2.915214929,12.89438769,7.649004627,0.649845352,0,9.855587993,0.36120689,11.11841554,0,0,0,0.36120689,4.081654927,11.03225929,10.37398527,10.89588575,0,8.826217964,8.732903428,11.72387848,9.722486517,8.26930905,6.066149481,9.958590414,6.70025937,11.18445388,3.295620181,6.396342761,6.22821648,0.36120689,3.164448409,10.52559911,11.09384008,11.4947456,4.032338921,7.179451335,6.34894233,8.783145582,7.106871729,5.321055,9.435301467,0.36120689,5.48581965,4.837741452,0.649845352,5.264626503,8.823567866,9.423395386,8.040651377,7.928808514,9.141046989,1.096261853,1.436694888,10.26580255,1.096261853,7.01783285,7.055347518,11.22153275,0.890252115,4.77915464,7.52524673,9.160542084,6.860726963,8.568575598,4.081654927,11.40783602,8.56315813,10.39089979,10.33257368,10.34651373,9.812419607,11.23879283,5.997143343,1.711935357,1.436694888,1.580869063,9.339720867,9.111670386,2.915214929,11.69470611,8.656639374,8.300887894,10.48668421,8.497672237,3.164448409,13.33914017,10.29352913,9.915039803,9.994848394,7.224059574,8.046807521,10.24767834,10.5166948
sample_95,0,4.447612255,5.114287891,6.688362223,9.608681745,0,7.577912163,0.444349024,0,0,1.288417627,0,3.563109307,0,0,0,0,0,0.444349024,8.325975484,3.037926864,4.603632279,6.894005261,0,0,1.487126145,3.8056536,9.886659882,7.566974937,4.969845808,0,3.842395604,7.521058591,1.288417627,11.89631348,8.664098791,0.444349024,0,10.00683097,0.444349024,10.21377254,0,0,0,0,9.11718334,10.19569209,10.79364395,11.82914396,0,9.220192083,9.541845848,12.2944628,9.439155599,8.139290416,9.282544056,9.959538341,5.408545439,12.36115424,3.947301463,7.059182199,1.957988867,0,2.203671013,9.144102469,10.93376441,10.98112484,1.661704002,9.510087653,2.834124635,8.885983054,7.109026177,4.194662313,8.968277991,0.783498562,6.932852527,3.037926864,2.508048279,10.24773767,8.42769416,9.584489039,6.411587252,9.112491636,5.253505262,0.444349024,0,10.95750838,3.375317514,7.922655755,14.08733852,9.199137369,3.518396654,4.194662313,8.273133532,6.409935663,7.28281044,8.546566537,2.759241072,9.85442273,9.274166131,10.26668115,10.6751808,9.983891416,10.38618584,9.934234882,7.425836915,2.086070393,0.783498562,0.444349024,10.2822197,9.82029865,0,10.73928275,8.737859112,9.318567664,11.27388882,7.973226674,5.961414965,13.55251301,8.061571009,9.008232514,8.766817088,7.367170095,8.15579982,9.70361639,10.63615331
